ts_local,weekday,hour,is_weekend,activity_level,lambda_ci,checkins,checkouts,treadmill_sessions,strength_sessions,other_sessions,avg_session_min
2025-09-18 17:30:00,3,17.5,0,1.1,1.028967622930773,6,3,1,4,1,61
2025-09-18 17:45:00,3,17.75,0,1.1,0.7958077454976806,7,0,1,4,2,66
2025-09-18 18:00:00,3,18.0,0,1.1,1.3593625748338984,11,6,2,7,2,66
2025-09-18 18:15:00,3,18.25,0,1.1,1.0672324177203025,5,3,1,3,1,69
2025-09-18 18:30:00,3,18.5,0,1.1,1.0081811816480266,3,6,1,2,0,64
2025-09-18 18:45:00,3,18.75,0,1.1,1.155124808441442,10,6,2,6,2,64
2025-09-18 19:00:00,3,19.0,0,0.9,1.0003086954035492,10,8,2,6,2,58
2025-09-18 19:15:00,3,19.25,0,0.9,1.0761046680160014,12,0,2,7,3,72
2025-09-18 19:30:00,3,19.5,0,0.9,0.8398790210081798,7,4,1,4,2,60
2025-09-18 19:45:00,3,19.75,0,0.9,1.0129208816570083,10,4,2,6,2,69
2025-09-18 20:00:00,3,20.0,0,0.9,1.009173801118272,9,9,2,5,2,69
2025-09-18 20:15:00,3,20.25,0,0.9,0.9007625251709703,6,8,1,3,2,67
2025-09-18 20:30:00,3,20.5,0,0.9,0.939655560825604,9,2,2,5,2,64
2025-09-18 20:45:00,3,20.75,0,0.9,1.0168918904487985,3,7,1,2,0,63
2025-09-18 21:00:00,3,21.0,0,0.5,0.5230279995517089,2,3,0,1,1,65
2025-09-18 21:15:00,3,21.25,0,0.5,0.5657872193510406,3,6,1,2,0,55
2025-09-18 21:30:00,3,21.5,0,0.5,0.48474772986486553,5,5,1,3,1,65
2025-09-18 21:45:00,3,21.75,0,0.5,0.43842025128800677,0,0,0,0,0,72
2025-09-18 22:00:00,3,22.0,0,0.5,0.5402738074798293,9,3,2,5,2,64
2025-09-19 06:30:00,4,6.5,0,0.3,0.26908719278690024,1,2,0,0,1,65
2025-09-19 06:45:00,4,6.75,0,0.3,0.3130124842466306,1,5,0,0,1,60
2025-09-19 07:00:00,4,7.0,0,1.0,0.9086905353462232,5,0,2,2,1,66
2025-09-19 07:15:00,4,7.25,0,1.0,1.0764233926978821,6,9,2,2,2,61
2025-09-19 07:30:00,4,7.5,0,1.0,0.9811118913428647,8,0,3,3,2,69
2025-09-19 07:45:00,4,7.75,0,1.0,0.9955116138691111,10,0,4,4,2,71
2025-09-19 08:00:00,4,8.0,0,1.0,1.0983545299266182,10,1,4,4,2,72
2025-09-19 08:15:00,4,8.25,0,1.0,1.0996126080656874,14,5,5,6,3,58
2025-09-19 08:30:00,4,8.5,0,1.0,0.9129911441770633,7,4,3,3,1,69
2025-09-19 08:45:00,4,8.75,0,1.0,0.9233968765819964,10,10,4,4,2,68
2025-09-19 09:00:00,4,9.0,0,0.7,0.649851681659648,3,5,1,1,1,63
2025-09-19 09:15:00,4,9.25,0,0.7,0.7034555428756918,10,12,4,4,2,71
2025-09-19 09:30:00,4,9.5,0,0.7,0.5724951357585909,4,4,1,2,1,67
2025-09-19 09:45:00,4,9.75,0,0.7,0.7356523486428451,11,10,4,5,2,72
2025-09-19 10:00:00,4,10.0,0,0.7,0.6868093300284792,6,3,2,3,1,59
2025-09-19 10:15:00,4,10.25,0,0.7,0.669506830186808,7,7,2,3,2,61
2025-09-19 10:30:00,4,10.5,0,0.7,0.6212431265481632,7,4,2,3,2,65
2025-09-19 10:45:00,4,10.75,0,0.7,0.703042953001937,9,10,3,4,2,71
2025-09-19 11:00:00,4,11.0,0,0.4,0.41196250955575425,4,4,1,2,1,67
2025-09-19 11:15:00,4,11.25,0,0.4,0.29576604793173455,3,1,1,1,1,60
2025-09-19 11:30:00,4,11.5,0,0.4,0.4345388979106127,1,7,0,0,1,74
2025-09-19 11:45:00,4,11.75,0,0.4,0.42064261055028845,4,6,1,2,1,64
2025-09-19 12:00:00,4,12.0,0,0.4,0.3998110760172599,5,8,2,2,1,60
2025-09-19 12:15:00,4,12.25,0,0.4,0.37892757136389005,2,1,1,1,0,61
2025-09-19 12:30:00,4,12.5,0,0.4,0.43162234198399424,5,0,1,3,1,58
2025-09-19 12:45:00,4,12.75,0,0.4,0.4337175644074983,4,4,1,2,1,54
2025-09-19 13:00:00,4,13.0,0,0.4,0.40877691793081344,5,5,1,3,1,64
2025-09-19 13:15:00,4,13.25,0,0.4,0.47485633628319984,2,2,1,1,0,57
2025-09-19 13:30:00,4,13.5,0,0.4,0.42491358127644896,2,2,1,1,0,67
2025-09-19 13:45:00,4,13.75,0,0.4,0.43184269233415606,0,0,0,0,0,70
2025-09-19 14:00:00,4,14.0,0,0.4,0.4685639901531358,4,2,1,2,1,67
2025-09-19 14:15:00,4,14.25,0,0.4,0.36670841088305345,1,0,0,1,0,65
2025-09-19 14:30:00,4,14.5,0,0.4,0.3717836341116348,2,6,0,1,1,57
2025-09-19 14:45:00,4,14.75,0,0.4,0.4063576574511081,4,0,1,2,1,69
2025-09-19 15:00:00,4,15.0,0,0.4,0.42913177722816037,1,2,0,1,0,75
2025-09-19 15:15:00,4,15.25,0,0.4,0.4265867158846677,2,2,0,1,1,72
2025-09-19 15:30:00,4,15.5,0,0.4,0.432491650086683,1,1,0,1,0,58
2025-09-19 15:45:00,4,15.75,0,0.4,0.3770308331962393,3,2,1,2,0,65
2025-09-19 16:00:00,4,16.0,0,0.4,0.35088188783706337,4,0,1,2,1,64
2025-09-19 16:15:00,4,16.25,0,0.4,0.41166734672991057,6,0,1,4,1,63
2025-09-19 16:30:00,4,16.5,0,0.4,0.327356999967484,3,0,1,2,0,65
2025-09-19 16:45:00,4,16.75,0,0.4,0.359659254765191,2,3,0,1,1,76
2025-09-19 17:00:00,4,17.0,0,1.1,0.9362104584314712,5,1,1,3,1,66
2025-09-19 17:15:00,4,17.25,0,1.1,0.9555409758465785,4,6,1,2,1,63
2025-09-19 17:30:00,4,17.5,0,1.1,1.0965184963597525,10,2,2,6,2,66
2025-09-19 17:45:00,4,17.75,0,1.1,1.2221164356460334,7,0,1,4,2,58
2025-09-19 18:00:00,4,18.0,0,1.1,1.3223912916529805,5,3,1,3,1,61
2025-09-19 18:15:00,4,18.25,0,1.1,0.829837003657514,7,5,1,4,2,70
2025-09-19 18:30:00,4,18.5,0,1.1,1.1953752064328773,10,9,2,6,2,66
2025-09-19 18:45:00,4,18.75,0,1.1,0.9549482350949928,6,5,1,4,1,76
2025-09-19 19:00:00,4,19.0,0,0.9,0.9742721776439947,8,2,2,5,1,66
2025-09-19 19:15:00,4,19.25,0,0.9,0.9566827370541318,5,6,1,3,1,59
2025-09-19 19:30:00,4,19.5,0,0.9,1.0651746662075263,9,7,2,5,2,57
2025-09-19 19:45:00,4,19.75,0,0.9,0.8337348612546785,8,8,2,5,1,70
2025-09-19 20:00:00,4,20.0,0,0.9,0.976427969442456,8,6,2,5,1,60
2025-09-19 20:15:00,4,20.25,0,0.9,1.056430940680628,9,7,2,5,2,59
2025-09-19 20:30:00,4,20.5,0,0.9,0.8870075303788214,6,7,1,3,2,62
2025-09-19 20:45:00,4,20.75,0,0.9,0.8790984320708805,5,4,1,3,1,70
2025-09-19 21:00:00,4,21.0,0,0.5,0.4933532945385762,1,12,0,1,0,63
2025-09-19 21:15:00,4,21.25,0,0.5,0.518597128091877,3,3,1,2,0,61
2025-09-19 21:30:00,4,21.5,0,0.5,0.5221096764196821,4,0,1,2,1,71
2025-09-19 21:45:00,4,21.75,0,0.5,0.5342947057911994,7,0,2,4,1,70
2025-09-19 22:00:00,4,22.0,0,0.5,0.5684070097388058,5,6,1,3,1,73
2025-09-20 06:30:00,5,6.5,1,0.3,0.29497937899681415,4,6,2,2,0,77
2025-09-20 06:45:00,5,6.75,1,0.3,0.3307287155712097,2,3,1,1,0,75
2025-09-20 07:00:00,5,7.0,1,1.0,1.1747176814621363,17,6,7,7,3,66
2025-09-20 07:15:00,5,7.25,1,1.0,1.3086405195950015,12,4,5,5,2,73
2025-09-20 07:30:00,5,7.5,1,1.0,1.018078867855041,9,0,4,4,1,76
2025-09-20 07:45:00,5,7.75,1,1.0,1.2270093975059195,12,4,5,5,2,79
2025-09-20 08:00:00,5,8.0,1,1.0,1.223454680132944,7,15,3,3,1,71
2025-09-20 08:15:00,5,8.25,1,1.0,1.1545327114516155,12,6,5,5,2,68
2025-09-20 08:30:00,5,8.5,1,1.0,1.076127173626969,8,7,3,3,2,66
2025-09-20 08:45:00,5,8.75,1,1.0,1.034971928723615,9,8,3,4,2,75
2025-09-20 09:00:00,5,9.0,1,0.7,0.8405650926532777,5,4,2,2,1,67
2025-09-20 09:15:00,5,9.25,1,0.7,0.7741928499268675,10,7,4,4,2,71
2025-09-20 09:30:00,5,9.5,1,0.7,0.893676410573533,7,5,3,3,1,66
2025-09-20 09:45:00,5,9.75,1,0.7,0.7762990314447109,12,5,4,5,3,69
2025-09-20 10:00:00,5,10.0,1,0.7,0.7961171295398604,4,6,1,2,1,72
2025-09-20 10:15:00,5,10.25,1,0.7,0.844726564405912,9,7,3,4,2,71
2025-09-20 10:30:00,5,10.5,1,0.7,0.9739844647220824,5,4,2,2,1,74
2025-09-20 10:45:00,5,10.75,1,0.7,0.8939186229362611,8,8,3,4,1,63
2025-09-20 11:00:00,5,11.0,1,0.4,0.4428964832985787,2,3,1,1,0,69
2025-09-20 11:15:00,5,11.25,1,0.4,0.5589068610314317,5,6,2,2,1,68
2025-09-20 11:30:00,5,11.5,1,0.4,0.4880640098880774,2,5,1,1,0,65
2025-09-20 11:45:00,5,11.75,1,0.4,0.45993843520303296,2,5,1,1,0,66
2025-09-20 12:00:00,5,12.0,1,0.4,0.4549097671599824,1,0,0,0,1,66
2025-09-20 12:15:00,5,12.25,1,0.4,0.4948982087230918,3,1,1,2,0,72
2025-09-20 12:30:00,5,12.5,1,0.4,0.5376336853509536,5,1,1,3,1,72
2025-09-20 12:45:00,5,12.75,1,0.4,0.5359238575885917,6,4,2,3,1,74
2025-09-20 13:00:00,5,13.0,1,0.4,0.506134920503549,6,0,2,3,1,72
2025-09-20 13:15:00,5,13.25,1,0.4,0.5571452770189953,3,1,1,2,0,71
2025-09-20 13:30:00,5,13.5,1,0.4,0.4514785809787951,4,2,1,2,1,70
2025-09-20 13:45:00,5,13.75,1,0.4,0.41218143973747756,3,1,1,2,0,73
2025-09-20 14:00:00,5,14.0,1,0.4,0.5344819745243421,2,7,0,1,1,59
2025-09-20 14:15:00,5,14.25,1,0.4,0.5181984220289382,5,3,1,3,1,70
2025-09-20 14:30:00,5,14.5,1,0.4,0.4441468177747767,7,4,2,4,1,72
2025-09-20 14:45:00,5,14.75,1,0.4,0.462214573139287,5,3,1,3,1,79
2025-09-20 15:00:00,5,15.0,1,0.4,0.47627541448259153,3,0,1,2,0,64
2025-09-20 15:15:00,5,15.25,1,0.4,0.5169947205894406,2,3,0,1,1,64
2025-09-20 15:30:00,5,15.5,1,0.4,0.4777155860792739,3,4,1,2,0,59
2025-09-20 15:45:00,5,15.75,1,0.4,0.5130984984330851,3,3,1,2,0,63
2025-09-20 16:00:00,5,16.0,1,0.4,0.47559527076325525,1,1,0,1,0,69
2025-09-20 16:15:00,5,16.25,1,0.4,0.5219285657294201,1,4,0,1,0,66
2025-09-20 16:30:00,5,16.5,1,0.4,0.4871220761637102,5,6,1,3,1,66
2025-09-20 16:45:00,5,16.75,1,0.4,0.5203532084446659,8,0,2,5,1,70
2025-09-20 17:00:00,5,17.0,1,1.1,1.1775050040296453,10,0,2,6,2,73
2025-09-20 17:15:00,5,17.25,1,1.1,1.3442828320166251,9,1,2,5,2,70
2025-09-20 17:30:00,5,17.5,1,1.1,1.2424120984964793,12,2,2,7,3,70
2025-09-20 17:45:00,5,17.75,1,1.1,1.1370202099567195,7,6,1,4,2,72
2025-09-20 18:00:00,5,18.0,1,1.1,1.0100337198371718,7,8,1,4,2,61
2025-09-20 18:15:00,5,18.25,1,1.1,1.3850037367782209,13,6,3,8,2,71
2025-09-20 18:30:00,5,18.5,1,1.1,1.533547863352947,12,10,2,7,3,70
2025-09-20 18:45:00,5,18.75,1,1.1,1.4114035687274986,14,5,3,8,3,70
2025-09-20 19:00:00,5,19.0,1,0.9,1.1658924526897745,11,0,2,7,2,67
2025-09-20 19:15:00,5,19.25,1,0.9,1.085141491398888,9,7,2,5,2,69
2025-09-20 19:30:00,5,19.5,1,0.9,1.1687017854958566,8,11,2,5,1,72
2025-09-20 19:45:00,5,19.75,1,0.9,1.1675242695198087,11,11,2,6,3,78
2025-09-20 20:00:00,5,20.0,1,0.9,1.3285273544165253,13,2,3,8,2,62
2025-09-20 20:15:00,5,20.25,1,0.9,1.2000497842320454,4,3,1,2,1,73
2025-09-20 20:30:00,5,20.5,1,0.9,0.9342722170319566,5,7,1,3,1,76
2025-09-20 20:45:00,5,20.75,1,0.9,1.305619736403019,10,7,2,6,2,64
2025-09-20 21:00:00,5,21.0,1,0.5,0.5923378658790752,9,4,2,5,2,69
2025-09-20 21:15:00,5,21.25,1,0.5,0.7109892517163707,5,5,1,3,1,71
2025-09-20 21:30:00,5,21.5,1,0.5,0.6391585558425179,4,5,1,2,1,80
2025-09-20 21:45:00,5,21.75,1,0.5,0.5654916887915304,3,5,1,2,0,81
2025-09-20 22:00:00,5,22.0,1,0.5,0.4960063828148342,2,9,0,1,1,64
2025-09-21 06:30:00,6,6.5,1,0.3,0.39451273247412433,5,2,2,2,1,68
2025-09-21 06:45:00,6,6.75,1,0.3,0.3581194015096792,3,2,1,1,1,71
2025-09-21 07:00:00,6,7.0,1,1.0,0.9276489073674504,5,1,2,2,1,73
2025-09-21 07:15:00,6,7.25,1,1.0,0.8627942238928662,11,0,4,4,3,71
2025-09-21 07:30:00,6,7.5,1,1.0,1.0926414608659987,12,4,5,5,2,65
2025-09-21 07:45:00,6,7.75,1,1.0,1.3555052569543713,14,3,5,6,3,65
2025-09-21 08:00:00,6,8.0,1,1.0,1.0789110026854116,6,3,2,2,2,62
2025-09-21 08:15:00,6,8.25,1,1.0,1.2295831916114077,13,9,5,5,3,60
2025-09-21 08:30:00,6,8.5,1,1.0,1.1180951617511456,13,5,5,5,3,62
2025-09-21 08:45:00,6,8.75,1,1.0,1.2117526112222965,6,11,2,3,1,76
2025-09-21 09:00:00,6,9.0,1,0.7,1.1386464021421119,12,5,4,5,3,74
2025-09-21 09:15:00,6,9.25,1,0.7,0.7902656257387897,6,8,2,3,1,73
2025-09-21 09:30:00,6,9.5,1,0.7,0.7754425530302935,5,10,2,2,1,69
2025-09-21 09:45:00,6,9.75,1,0.7,0.8039897344831716,5,2,2,2,1,70
2025-09-21 10:00:00,6,10.0,1,0.7,0.8827410378086455,6,11,2,3,1,69
2025-09-21 10:15:00,6,10.25,1,0.7,0.9927235347621177,9,5,3,4,2,62
2025-09-21 10:30:00,6,10.5,1,0.7,0.8589990466498119,6,4,2,3,1,73
2025-09-21 10:45:00,6,10.75,1,0.7,0.7676635268328786,8,3,3,4,1,74
2025-09-21 11:00:00,6,11.0,1,0.4,0.46057221115278835,6,6,2,3,1,64
2025-09-21 11:15:00,6,11.25,1,0.4,0.5069010248064104,5,9,2,2,1,64
2025-09-21 11:30:00,6,11.5,1,0.4,0.43398054425951055,4,7,1,2,1,72
2025-09-21 11:45:00,6,11.75,1,0.4,0.48217257168300176,3,5,1,1,1,72
2025-09-21 12:00:00,6,12.0,1,0.4,0.5467678866356838,4,6,1,2,1,74
2025-09-21 12:15:00,6,12.25,1,0.4,0.4122480439518777,6,6,2,3,1,77
2025-09-21 12:30:00,6,12.5,1,0.4,0.46532264402910606,4,2,1,2,1,65
2025-09-21 12:45:00,6,12.75,1,0.4,0.5390363304063758,2,5,1,1,0,70
2025-09-21 13:00:00,6,13.0,1,0.4,0.5337509330230599,3,3,1,2,0,65
2025-09-21 13:15:00,6,13.25,1,0.4,0.4986018188408177,4,2,1,2,1,65
2025-09-21 13:30:00,6,13.5,1,0.4,0.45960393512107345,1,1,0,1,0,68
2025-09-21 13:45:00,6,13.75,1,0.4,0.58624545143852,7,0,2,4,1,77
2025-09-21 14:00:00,6,14.0,1,0.4,0.4787221396744784,1,2,0,1,0,76
2025-09-21 14:15:00,6,14.25,1,0.4,0.5240283201706066,1,2,0,1,0,70
2025-09-21 14:30:00,6,14.5,1,0.4,0.42082807174423703,2,1,0,1,1,59
2025-09-21 14:45:00,6,14.75,1,0.4,0.4987756192217371,6,8,1,3,2,72
2025-09-21 15:00:00,6,15.0,1,0.4,0.41779634981787883,4,1,1,2,1,72
2025-09-21 15:15:00,6,15.25,1,0.4,0.4488069912833726,1,0,0,1,0,65
2025-09-21 15:30:00,6,15.5,1,0.4,0.5413149669467302,8,1,2,5,1,74
2025-09-21 15:45:00,6,15.75,1,0.4,0.49124050707318395,5,0,1,3,1,65
2025-09-21 16:00:00,6,16.0,1,0.4,0.4571738719645,4,4,1,2,1,74
2025-09-21 16:15:00,6,16.25,1,0.4,0.5390020572073904,6,0,1,4,1,71
2025-09-21 16:30:00,6,16.5,1,0.4,0.41731692820514454,5,6,1,3,1,63
2025-09-21 16:45:00,6,16.75,1,0.4,0.45258245729809754,3,3,1,2,0,68
2025-09-21 17:00:00,6,17.0,1,1.1,1.2912959066063354,12,3,2,7,3,71
2025-09-21 17:15:00,6,17.25,1,1.1,1.5346031215030536,13,2,3,8,2,72
2025-09-21 17:30:00,6,17.5,1,1.1,1.456831992031154,17,3,3,10,4,75
2025-09-21 17:45:00,6,17.75,1,1.1,1.3619746957842918,10,1,2,6,2,76
2025-09-21 18:00:00,6,18.0,1,1.1,1.3883802005138404,8,8,2,5,1,69
2025-09-21 18:15:00,6,18.25,1,1.1,1.405353216050461,8,7,2,5,1,73
2025-09-21 18:30:00,6,18.5,1,1.1,1.3137539070067394,7,13,1,4,2,78
2025-09-21 18:45:00,6,18.75,1,1.1,1.4391338082227758,14,7,3,8,3,65
2025-09-21 19:00:00,6,19.0,1,0.9,1.1056946681472175,8,3,2,5,1,67
2025-09-21 19:15:00,6,19.25,1,0.9,0.9837426905568483,4,7,1,2,1,62
2025-09-21 19:30:00,6,19.5,1,0.9,0.9868117974383405,7,4,1,4,2,67
2025-09-21 19:45:00,6,19.75,1,0.9,1.0610361276297733,8,9,2,5,1,71
2025-09-21 20:00:00,6,20.0,1,0.9,0.924467609760903,12,7,3,7,2,59
2025-09-21 20:15:00,6,20.25,1,0.9,0.8243658834211876,6,5,1,3,2,72
2025-09-21 20:30:00,6,20.5,1,0.9,1.0305767382454345,8,4,2,5,1,68
2025-09-21 20:45:00,6,20.75,1,0.9,1.0868175795666581,10,6,2,6,2,70
2025-09-21 21:00:00,6,21.0,1,0.5,0.4647060405745018,4,10,1,2,1,64
2025-09-21 21:15:00,6,21.25,1,0.5,0.5919073781056553,6,7,1,3,2,69
2025-09-21 21:30:00,6,21.5,1,0.5,0.5234089144464795,7,6,2,4,1,78
2025-09-21 21:45:00,6,21.75,1,0.5,0.5524408273486909,2,8,0,1,1,68
2025-09-21 22:00:00,6,22.0,1,0.5,0.4557626146278382,1,1,0,1,0,59
2025-09-22 06:30:00,0,6.5,0,0.3,0.3507924652848307,2,1,1,1,0,71
2025-09-22 06:45:00,0,6.75,0,0.3,0.2942297168624528,1,6,0,0,1,68
2025-09-22 07:00:00,0,7.0,0,1.0,1.0490725885849401,8,0,3,3,2,65
2025-09-22 07:15:00,0,7.25,0,1.0,1.0881299952777577,9,0,4,4,1,68
2025-09-22 07:30:00,0,7.5,0,1.0,1.0378317891303286,13,3,5,5,3,65
2025-09-22 07:45:00,0,7.75,0,1.0,1.1372904082726745,9,0,4,4,1,73
2025-09-22 08:00:00,0,8.0,0,1.0,0.9045275284917336,7,6,3,3,1,69
2025-09-22 08:15:00,0,8.25,0,1.0,1.0333259303513396,7,4,3,3,1,63
2025-09-22 08:30:00,0,8.5,0,1.0,0.9731659994784638,11,7,4,5,2,72
2025-09-22 08:45:00,0,8.75,0,1.0,0.9514017716049449,7,10,3,3,1,74
2025-09-22 09:00:00,0,9.0,0,0.7,0.6637712196145683,5,4,2,2,1,70
2025-09-22 09:15:00,0,9.25,0,0.7,0.6748045551766203,4,4,1,2,1,67
2025-09-22 09:30:00,0,9.5,0,0.7,0.6729090021008199,8,8,3,4,1,61
2025-09-22 09:45:00,0,9.75,0,0.7,0.6749771914109933,4,3,1,2,1,68
2025-09-22 10:00:00,0,10.0,0,0.7,0.7913952998413927,11,6,4,5,2,67
2025-09-22 10:15:00,0,10.25,0,0.7,0.6768605364003836,1,3,0,0,1,65
2025-09-22 10:30:00,0,10.5,0,0.7,0.7015209495665866,6,5,2,3,1,68
2025-09-22 10:45:00,0,10.75,0,0.7,0.6588483677967305,6,5,2,3,1,65
2025-09-22 11:00:00,0,11.0,0,0.4,0.4333732262838146,0,10,0,0,0,68
2025-09-22 11:15:00,0,11.25,0,0.4,0.4397520959131678,3,5,1,1,1,70
2025-09-22 11:30:00,0,11.5,0,0.4,0.43220316515678725,4,3,1,2,1,58
2025-09-22 11:45:00,0,11.75,0,0.4,0.37648109109263056,3,9,1,1,1,60
2025-09-22 12:00:00,0,12.0,0,0.4,0.4076547850828391,5,1,2,2,1,60
2025-09-22 12:15:00,0,12.25,0,0.4,0.39715070176266154,3,5,1,2,0,75
2025-09-22 12:30:00,0,12.5,0,0.4,0.3926387399239183,5,5,1,3,1,68
2025-09-22 12:45:00,0,12.75,0,0.4,0.349234883946256,5,1,1,3,1,69
2025-09-22 13:00:00,0,13.0,0,0.4,0.35104247832460456,3,2,1,2,0,71
2025-09-22 13:15:00,0,13.25,0,0.4,0.3944324539009616,4,0,1,2,1,60
2025-09-22 13:30:00,0,13.5,0,0.4,0.372033445178665,1,0,0,1,0,55
2025-09-22 13:45:00,0,13.75,0,0.4,0.3969433858379867,4,2,1,2,1,65
2025-09-22 14:00:00,0,14.0,0,0.4,0.3482115405613019,4,5,1,2,1,69
2025-09-22 14:15:00,0,14.25,0,0.4,0.37996058754903184,3,2,1,2,0,64
2025-09-22 14:30:00,0,14.5,0,0.4,0.37406792598627164,3,0,1,2,0,58
2025-09-22 14:45:00,0,14.75,0,0.4,0.45119305490728023,7,4,2,4,1,60
2025-09-22 15:00:00,0,15.0,0,0.4,0.30066800470476546,1,1,0,1,0,59
2025-09-22 15:15:00,0,15.25,0,0.4,0.41195326322537423,5,6,1,3,1,62
2025-09-22 15:30:00,0,15.5,0,0.4,0.40397842452465993,2,2,0,1,1,59
2025-09-22 15:45:00,0,15.75,0,0.4,0.3628359353970702,0,7,0,0,0,66
2025-09-22 16:00:00,0,16.0,0,0.4,0.41549671459020127,4,0,1,2,1,62
2025-09-22 16:15:00,0,16.25,0,0.4,0.3615798718343477,3,4,1,2,0,68
2025-09-22 16:30:00,0,16.5,0,0.4,0.4341953888829932,2,4,0,1,1,60
2025-09-22 16:45:00,0,16.75,0,0.4,0.4253675389144778,5,0,1,3,1,66
2025-09-22 17:00:00,0,17.0,0,1.1,1.2481457884734786,15,6,3,9,3,65
2025-09-22 17:15:00,0,17.25,0,1.1,1.0582524690249728,6,1,1,4,1,67
2025-09-22 17:30:00,0,17.5,0,1.1,1.1461313880275652,6,0,1,4,1,68
2025-09-22 17:45:00,0,17.75,0,1.1,1.2969346564076796,11,0,2,7,2,68
2025-09-22 18:00:00,0,18.0,0,1.1,1.1443206076521049,8,13,2,5,1,69
2025-09-22 18:15:00,0,18.25,0,1.1,1.1215411317123458,12,6,2,7,3,68
2025-09-22 18:30:00,0,18.5,0,1.1,0.9241051865372772,8,4,2,5,1,66
2025-09-22 18:45:00,0,18.75,0,1.1,1.1148531674403452,6,8,1,4,1,62
2025-09-22 19:00:00,0,19.0,0,0.9,1.0296464173189601,10,8,2,6,2,69
2025-09-22 19:15:00,0,19.25,0,0.9,0.9956567263468574,11,8,2,7,2,62
2025-09-22 19:30:00,0,19.5,0,0.9,0.8386262000118608,10,2,2,6,2,64
2025-09-22 19:45:00,0,19.75,0,0.9,0.878712549486152,7,1,1,4,2,61
2025-09-22 20:00:00,0,20.0,0,0.9,0.8127388746368225,4,5,1,2,1,61
2025-09-22 20:15:00,0,20.25,0,0.9,0.9261001578106147,9,8,2,5,2,63
2025-09-22 20:30:00,0,20.5,0,0.9,0.8573068952279979,5,5,1,3,1,64
2025-09-22 20:45:00,0,20.75,0,0.9,1.042632622224685,8,7,2,5,1,61
2025-09-22 21:00:00,0,21.0,0,0.5,0.4495838719903007,2,0,0,1,1,65
2025-09-22 21:15:00,0,21.25,0,0.5,0.45002226141476653,2,5,0,1,1,66
2025-09-22 21:30:00,0,21.5,0,0.5,0.396996902780109,6,0,1,3,2,62
2025-09-22 21:45:00,0,21.75,0,0.5,0.5346676383210218,4,5,1,2,1,76
2025-09-22 22:00:00,0,22.0,0,0.5,0.5770147553959364,1,1,0,1,0,67
2025-09-23 06:30:00,1,6.5,0,0.3,0.2510856111691633,4,4,2,2,0,66
2025-09-23 06:45:00,1,6.75,0,0.3,0.35201813951821176,1,4,0,0,1,62
2025-09-23 07:00:00,1,7.0,0,1.0,1.1574425305792975,5,4,2,2,1,66
2025-09-23 07:15:00,1,7.25,0,1.0,0.9765292100243864,10,3,4,4,2,66
2025-09-23 07:30:00,1,7.5,0,1.0,1.0372494000179893,7,4,3,3,1,65
2025-09-23 07:45:00,1,7.75,0,1.0,1.0855741515819222,6,0,2,2,2,72
2025-09-23 08:00:00,1,8.0,0,1.0,1.0120982541428492,6,4,2,2,2,56
2025-09-23 08:15:00,1,8.25,0,1.0,1.2631174501360993,6,10,2,3,1,63
2025-09-23 08:30:00,1,8.5,0,1.0,1.0690500103453304,7,4,3,3,1,69
2025-09-23 08:45:00,1,8.75,0,1.0,0.8916977061405551,5,5,2,2,1,61
2025-09-23 09:00:00,1,9.0,0,0.7,0.5282688847374398,4,5,1,2,1,57
2025-09-23 09:15:00,1,9.25,0,0.7,0.6825218091300056,8,3,3,3,2,62
2025-09-23 09:30:00,1,9.5,0,0.7,0.6302934729972935,5,7,2,2,1,70
2025-09-23 09:45:00,1,9.75,0,0.7,0.68416482236475,4,3,1,2,1,61
2025-09-23 10:00:00,1,10.0,0,0.7,0.6112089802367175,4,4,1,2,1,63
2025-09-23 10:15:00,1,10.25,0,0.7,0.6124394371614834,4,5,1,2,1,67
2025-09-23 10:30:00,1,10.5,0,0.7,0.7920373810567031,6,4,2,3,1,62
2025-09-23 10:45:00,1,10.75,0,0.7,0.7110062576215321,9,5,3,4,2,63
2025-09-23 11:00:00,1,11.0,0,0.4,0.5204110272213865,7,0,2,3,2,62
2025-09-23 11:15:00,1,11.25,0,0.4,0.4903999729693258,4,4,1,2,1,62
2025-09-23 11:30:00,1,11.5,0,0.4,0.4331302607391247,2,6,1,1,0,59
2025-09-23 11:45:00,1,11.75,0,0.4,0.3639220428540707,0,5,0,0,0,64
2025-09-23 12:00:00,1,12.0,0,0.4,0.3805750422634425,5,5,2,2,1,70
2025-09-23 12:15:00,1,12.25,0,0.4,0.44937270130056073,2,1,1,1,0,73
2025-09-23 12:30:00,1,12.5,0,0.4,0.3453532214681647,4,0,1,2,1,71
2025-09-23 12:45:00,1,12.75,0,0.4,0.42940040588278605,4,1,1,2,1,66
2025-09-23 13:00:00,1,13.0,0,0.4,0.45510398952050013,4,9,1,2,1,73
2025-09-23 13:15:00,1,13.25,0,0.4,0.4032327794711118,6,3,2,3,1,77
2025-09-23 13:30:00,1,13.5,0,0.4,0.4652540716146663,5,1,1,3,1,66
2025-09-23 13:45:00,1,13.75,0,0.4,0.32145725979060785,5,4,1,3,1,60
2025-09-23 14:00:00,1,14.0,0,0.4,0.44557668945032725,2,4,0,1,1,72
2025-09-23 14:15:00,1,14.25,0,0.4,0.43760076620109417,5,1,1,3,1,59
