ts_local,weekday,hour,is_weekend,activity_level,lambda_ci,checkins,checkouts,cardio_sessions,strength_sessions,other_sessions,avg_session_min
2025-04-03 20:00:00,3,20,False,low,7,8,8,1,3,4,72.9
2025-04-03 21:00:00,3,21,False,low,7,7,7,1,2,4,77.1
2025-04-03 22:00:00,3,22,False,low,5,5,4,1,1,3,68.8
2025-04-04 06:00:00,4,6,False,low,6,10,8,3,3,4,88.0
2025-04-04 07:00:00,4,7,False,low,7,8,8,1,2,5,54.8
2025-04-04 08:00:00,4,8,False,low,10,9,9,2,3,4,64.7
2025-04-04 09:00:00,4,9,False,low,5,2,2,0,0,2,54.0
2025-04-04 10:00:00,4,10,False,low,3,4,3,1,1,2,64.1
2025-04-04 11:00:00,4,11,False,low,3,4,4,1,1,2,56.4
2025-04-04 12:00:00,4,12,False,low,4,6,5,2,2,2,64.1
2025-04-04 13:00:00,4,13,False,low,5,7,5,2,3,2,59.5
2025-04-04 14:00:00,4,14,False,low,7,5,3,1,2,2,58.5
2025-04-04 15:00:00,4,15,False,low,2,1,1,0,0,1,51.6
2025-04-04 16:00:00,4,16,False,low,1,4,3,0,1,3,50.5
2025-04-04 17:00:00,4,17,False,low,3,6,4,1,2,3,69.9
2025-04-04 18:00:00,4,18,False,low,7,6,4,2,2,2,59.6
2025-04-04 19:00:00,4,19,False,low,5,3,2,0,1,2,59.2
2025-04-04 20:00:00,4,20,False,low,1,3,3,0,1,2,54.1
2025-04-04 21:00:00,4,21,False,low,6,5,4,1,1,3,62.9
2025-04-04 22:00:00,4,22,False,low,5,6,5,1,2,3,49.7
2025-04-05 06:00:00,5,6,True,moderate,17,11,10,3,3,5,64.9
2025-04-05 07:00:00,5,7,True,moderate,8,8,7,2,2,4,48.9
2025-04-05 08:00:00,5,8,True,moderate,9,2,1,0,0,2,81.4
2025-04-05 09:00:00,5,9,True,moderate,9,9,8,2,4,3,62.6
2025-04-05 10:00:00,5,10,True,moderate,6,11,11,4,4,3,64.3
2025-04-05 11:00:00,5,11,True,moderate,7,6,4,1,2,3,55.4
2025-04-05 12:00:00,5,12,True,moderate,12,11,9,4,4,3,43.3
2025-04-05 13:00:00,5,13,True,moderate,7,6,5,2,2,2,49.0
2025-04-05 14:00:00,5,14,True,moderate,9,15,14,4,5,6,52.7
2025-04-05 15:00:00,5,15,True,moderate,6,7,7,1,2,4,56.4
2025-04-05 16:00:00,5,16,True,moderate,6,8,8,1,3,4,59.8
2025-04-05 17:00:00,5,17,True,moderate,6,11,9,3,3,5,60.9
2025-04-05 18:00:00,5,18,True,moderate,15,18,18,3,6,9,63.1
2025-04-05 19:00:00,5,19,True,moderate,11,8,6,3,3,2,67.8
2025-04-05 20:00:00,5,20,True,moderate,6,3,2,1,1,1,53.6
2025-04-05 21:00:00,5,21,True,moderate,11,17,16,4,7,6,54.5
2025-04-05 22:00:00,5,22,True,moderate,11,11,10,3,4,4,43.9
2025-04-06 06:00:00,6,6,True,moderate,9,9,9,2,3,4,57.1
2025-04-06 07:00:00,6,7,True,moderate,11,10,8,2,4,4,69.3
2025-04-06 08:00:00,6,8,True,moderate,7,4,2,0,1,3,66.2
2025-04-06 09:00:00,6,9,True,moderate,10,10,10,2,4,4,54.6
2025-04-06 10:00:00,6,10,True,moderate,13,15,13,4,4,7,60.5
2025-04-06 11:00:00,6,11,True,moderate,7,11,9,3,3,5,45.3
2025-04-06 12:00:00,6,12,True,moderate,9,7,6,1,2,4,50.6
2025-04-06 13:00:00,6,13,True,moderate,10,7,6,2,3,2,49.1
2025-04-06 14:00:00,6,14,True,moderate,6,2,1,0,0,2,72.8
2025-04-06 15:00:00,6,15,True,moderate,7,8,6,1,2,5,59.7
2025-04-06 16:00:00,6,16,True,moderate,10,9,7,2,3,4,65.4
2025-04-06 17:00:00,6,17,True,moderate,9,13,11,3,5,5,63.9
2025-04-06 18:00:00,6,18,True,moderate,10,7,5,2,3,2,40.1
2025-04-06 19:00:00,6,19,True,moderate,6,8,6,3,3,2,57.8
2025-04-06 20:00:00,6,20,True,moderate,14,11,10,3,3,5,58.6
2025-04-06 21:00:00,6,21,True,moderate,5,4,4,1,1,2,56.0
2025-04-06 22:00:00,6,22,True,moderate,12,13,11,2,5,6,57.5
2025-04-07 06:00:00,0,6,False,low,3,2,1,0,0,2,57.1
2025-04-07 07:00:00,0,7,False,low,9,7,5,2,3,2,72.1
2025-04-07 08:00:00,0,8,False,low,3,3,3,1,1,1,74.0
2025-04-07 09:00:00,0,9,False,low,2,0,0,0,0,0,78.7
2025-04-07 10:00:00,0,10,False,low,2,2,0,0,0,2,50.0
2025-04-07 11:00:00,0,11,False,low,6,6,4,1,2,3,64.4
2025-04-07 12:00:00,0,12,False,low,7,13,11,3,4,6,47.2
2025-04-07 13:00:00,0,13,False,low,7,4,2,1,1,2,56.7
2025-04-07 14:00:00,0,14,False,low,3,6,4,1,2,3,60.5
2025-04-07 15:00:00,0,15,False,low,7,5,4,1,2,2,39.7
2025-04-07 16:00:00,0,16,False,low,6,7,7,2,2,3,59.5
2025-04-07 17:00:00,0,17,False,low,5,7,5,1,3,3,77.0
2025-04-07 18:00:00,0,18,False,low,6,1,0,0,0,1,58.3
2025-04-07 19:00:00,0,19,False,low,6,5,4,1,2,2,73.1
2025-04-07 20:00:00,0,20,False,low,9,6,4,1,2,3,57.2
2025-04-07 21:00:00,0,21,False,low,7,5,5,1,2,2,47.7
2025-04-07 22:00:00,0,22,False,low,8,4,2,1,1,2,45.5
2025-04-08 06:00:00,1,6,False,low,6,4,3,1,1,2,51.8
2025-04-08 07:00:00,1,7,False,low,6,6,5,2,2,2,57.0
2025-04-08 08:00:00,1,8,False,low,8,8,6,2,2,4,63.4
2025-04-08 09:00:00,1,9,False,low,5,5,3,1,2,2,48.4
2025-04-08 10:00:00,1,10,False,low,11,10,10,2,4,4,53.0
2025-04-08 11:00:00,1,11,False,low,3,1,1,0,0,1,59.8
2025-04-08 12:00:00,1,12,False,low,4,4,4,1,1,2,72.1
2025-04-08 13:00:00,1,13,False,low,5,4,3,1,1,2,49.9
2025-04-08 14:00:00,1,14,False,low,11,7,5,1,2,4,46.6
2025-04-08 15:00:00,1,15,False,low,8,9,9,2,4,3,60.7
2025-04-08 16:00:00,1,16,False,low,8,6,4,1,2,3,66.6
2025-04-08 17:00:00,1,17,False,low,7,8,6,2,2,4,43.8
2025-04-08 18:00:00,1,18,False,low,8,10,9,2,3,5,55.4
2025-04-08 19:00:00,1,19,False,low,4,2,0,0,0,2,55.1
2025-04-08 20:00:00,1,20,False,low,5,5,4,1,2,2,56.2
2025-04-08 21:00:00,1,21,False,low,3,4,4,1,1,2,59.7
2025-04-08 22:00:00,1,22,False,low,4,8,8,2,3,3,48.3
2025-04-09 06:00:00,2,6,False,low,5,3,1,0,1,2,55.1
2025-04-09 07:00:00,2,7,False,low,5,3,3,0,1,2,44.0
2025-04-09 08:00:00,2,8,False,low,4,4,2,1,1,2,64.9
2025-04-09 09:00:00,2,9,False,low,7,10,9,2,4,4,50.2
2025-04-09 10:00:00,2,10,False,low,3,1,0,0,0,1,30.0
2025-04-09 11:00:00,2,11,False,low,6,2,1,0,0,2,64.1
2025-04-09 12:00:00,2,12,False,low,8,6,5,1,2,3,54.9
2025-04-09 13:00:00,2,13,False,low,4,4,3,1,1,2,51.0
2025-04-09 14:00:00,2,14,False,low,8,6,6,1,2,3,61.5
2025-04-09 15:00:00,2,15,False,low,5,6,6,1,2,3,48.5
2025-04-09 16:00:00,2,16,False,low,6,6,5,1,1,4,59.5
2025-04-09 17:00:00,2,17,False,low,5,7,5,2,2,3,63.0
2025-04-09 18:00:00,2,18,False,low,2,4,2,1,1,2,73.8
2025-04-09 19:00:00,2,19,False,low,5,9,9,2,4,3,67.5
2025-04-09 20:00:00,2,20,False,low,8,9,9,1,3,5,56.6
2025-04-09 21:00:00,2,21,False,low,3,4,4,1,1,2,54.7
2025-04-09 22:00:00,2,22,False,low,3,5,3,1,1,3,62.2
2025-04-10 06:00:00,3,6,False,low,2,4,4,1,1,2,58.7
2025-04-10 07:00:00,3,7,False,low,6,9,8,3,2,4,61.0
2025-04-10 08:00:00,3,8,False,low,8,9,8,2,4,3,73.8
2025-04-10 09:00:00,3,9,False,low,6,4,2,0,1,3,62.9
2025-04-10 10:00:00,3,10,False,low,5,5,5,1,2,2,71.9
2025-04-10 11:00:00,3,11,False,low,6,6,4,1,2,3,59.9
2025-04-10 12:00:00,3,12,False,low,3,2,0,0,0,2,57.1
2025-04-10 13:00:00,3,13,False,low,4,4,2,1,1,2,54.1
2025-04-10 14:00:00,3,14,False,low,4,2,1,0,0,2,60.6
2025-04-10 15:00:00,3,15,False,low,6,6,4,1,2,3,65.9
2025-04-10 16:00:00,3,16,False,low,7,10,8,2,4,4,59.8
2025-04-10 17:00:00,3,17,False,low,11,7,6,2,3,2,57.1
2025-04-10 18:00:00,3,18,False,low,4,6,6,2,2,2,75.3
2025-04-10 19:00:00,3,19,False,low,4,7,5,2,2,3,53.9
2025-04-10 20:00:00,3,20,False,low,11,10,10,2,3,5,59.7
2025-04-10 21:00:00,3,21,False,low,4,4,3,1,1,2,66.9
2025-04-10 22:00:00,3,22,False,low,6,4,2,1,1,2,56.0
2025-04-11 06:00:00,4,6,False,low,6,6,4,1,2,3,45.4
2025-04-11 07:00:00,4,7,False,low,8,9,9,2,3,4,56.5
2025-04-11 08:00:00,4,8,False,low,4,6,5,1,2,3,66.2
2025-04-11 09:00:00,4,9,False,low,6,6,5,1,2,3,64.5
2025-04-11 10:00:00,4,10,False,low,5,3,1,0,1,2,69.5
2025-04-11 11:00:00,4,11,False,low,5,5,4,1,2,2,70.5
2025-04-11 12:00:00,4,12,False,low,4,6,6,1,1,4,57.7
2025-04-11 13:00:00,4,13,False,low,4,4,3,1,1,2,59.1
2025-04-11 14:00:00,4,14,False,low,3,3,3,0,0,3,58.0
2025-04-11 15:00:00,4,15,False,low,2,4,3,1,1,2,37.3
2025-04-11 16:00:00,4,16,False,low,6,7,7,2,3,2,39.1
2025-04-11 17:00:00,4,17,False,low,3,1,0,0,0,1,50.6
2025-04-11 18:00:00,4,18,False,low,1,1,0,0,0,1,54.7
2025-04-11 19:00:00,4,19,False,low,5,1,0,0,0,1,57.4
2025-04-11 20:00:00,4,20,False,low,4,4,4,1,1,2,52.6
2025-04-11 21:00:00,4,21,False,low,3,2,2,0,0,2,54.9
2025-04-11 22:00:00,4,22,False,low,5,3,3,1,1,1,72.4
2025-04-12 06:00:00,5,6,True,moderate,12,11,11,3,3,5,69.9
2025-04-12 07:00:00,5,7,True,moderate,11,3,1,0,1,2,53.3
2025-04-12 08:00:00,5,8,True,moderate,14,13,11,4,4,5,53.2
2025-04-12 09:00:00,5,9,True,moderate,8,3,1,0,0,3,64.4
2025-04-12 10:00:00,5,10,True,moderate,11,11,10,3,3,5,59.2
2025-04-12 11:00:00,5,11,True,moderate,12,12,11,3,4,5,49.2
2025-04-12 12:00:00,5,12,True,moderate,11,10,8,3,4,3,87.9
2025-04-12 13:00:00,5,13,True,moderate,9,4,2,1,1,2,63.8
2025-04-12 14:00:00,5,14,True,moderate,9,9,8,1,3,5,63.9
2025-04-12 15:00:00,5,15,True,moderate,10,11,11,3,3,5,62.7
2025-04-12 16:00:00,5,16,True,moderate,15,14,12,4,5,5,63.0
2025-04-12 17:00:00,5,17,True,moderate,8,11,10,4,4,3,64.8
2025-04-12 18:00:00,5,18,True,moderate,9,6,5,2,2,2,66.7
2025-04-12 19:00:00,5,19,True,moderate,15,15,14,5,6,4,65.6
2025-04-12 20:00:00,5,20,True,moderate,7,4,2,0,1,3,56.7
2025-04-12 21:00:00,5,21,True,moderate,8,8,8,2,3,3,66.1
2025-04-12 22:00:00,5,22,True,moderate,6,3,3,0,1,2,74.4
2025-04-13 06:00:00,6,6,True,moderate,10,3,3,1,1,1,48.0
2025-04-13 07:00:00,6,7,True,moderate,9,9,7,2,4,3,53.3
2025-04-13 08:00:00,6,8,True,moderate,11,7,6,2,3,2,79.8
2025-04-13 09:00:00,6,9,True,moderate,10,14,13,3,5,6,73.9
2025-04-13 10:00:00,6,10,True,moderate,10,8,7,2,3,3,63.3
2025-04-13 11:00:00,6,11,True,moderate,10,7,5,2,2,3,64.4
2025-04-13 12:00:00,6,12,True,moderate,15,24,24,6,10,8,52.3
2025-04-13 13:00:00,6,13,True,moderate,12,10,10,3,4,3,77.1
2025-04-13 14:00:00,6,14,True,moderate,15,19,18,4,9,6,65.3
2025-04-13 15:00:00,6,15,True,moderate,5,4,3,1,1,2,58.9
2025-04-13 16:00:00,6,16,True,moderate,10,13,11,3,4,6,64.8
2025-04-13 17:00:00,6,17,True,moderate,9,11,9,3,4,4,61.6
2025-04-13 18:00:00,6,18,True,moderate,11,8,8,2,3,3,53.6
2025-04-13 19:00:00,6,19,True,moderate,9,4,4,1,1,2,70.0
2025-04-13 20:00:00,6,20,True,moderate,20,23,21,5,7,11,58.2
2025-04-13 21:00:00,6,21,True,moderate,7,9,9,2,3,4,45.5
2025-04-13 22:00:00,6,22,True,moderate,8,7,7,1,2,4,41.0
2025-04-14 06:00:00,0,6,False,low,4,2,0,0,0,2,49.0
2025-04-14 07:00:00,0,7,False,low,4,2,0,0,0,2,52.6
2025-04-14 08:00:00,0,8,False,low,1,0,0,0,0,0,40.7
2025-04-14 09:00:00,0,9,False,low,8,5,3,1,1,3,67.4
2025-04-14 10:00:00,0,10,False,low,3,3,2,0,1,2,82.5
2025-04-14 11:00:00,0,11,False,low,7,4,3,1,1,2,40.9
2025-04-14 12:00:00,0,12,False,low,8,7,5,2,3,2,62.1
2025-04-14 13:00:00,0,13,False,low,1,3,2,1,1,1,69.0
2025-04-14 14:00:00,0,14,False,low,4,8,7,2,3,3,47.6
2025-04-14 15:00:00,0,15,False,low,3,1,1,0,0,1,55.7
2025-04-14 16:00:00,0,16,False,low,5,4,3,0,1,3,60.6
2025-04-14 17:00:00,0,17,False,low,4,5,4,1,1,3,58.5
2025-04-14 18:00:00,0,18,False,low,6,4,4,1,1,2,56.7
2025-04-14 19:00:00,0,19,False,low,5,5,5,1,1,3,65.5
2025-04-14 20:00:00,0,20,False,low,4,4,3,0,1,3,32.4
2025-04-14 21:00:00,0,21,False,low,8,6,4,2,2,2,61.2
2025-04-14 22:00:00,0,22,False,low,5,7,6,1,2,4,63.3
2025-04-15 06:00:00,1,6,False,low,2,5,5,1,1,3,56.0
2025-04-15 07:00:00,1,7,False,low,4,8,8,2,3,3,47.2
2025-04-15 08:00:00,1,8,False,low,1,1,0,0,0,1,57.7
2025-04-15 09:00:00,1,9,False,low,11,7,6,1,2,4,52.7
2025-04-15 10:00:00,1,10,False,low,9,8,6,3,2,3,55.3
2025-04-15 11:00:00,1,11,False,low,5,4,4,1,1,2,74.8
2025-04-15 12:00:00,1,12,False,low,7,5,3,1,1,3,61.7
2025-04-15 13:00:00,1,13,False,low,6,4,3,0,1,3,52.7
2025-04-15 14:00:00,1,14,False,low,1,2,2,0,0,2,37.7
2025-04-15 15:00:00,1,15,False,low,4,10,9,2,3,5,79.7
2025-04-15 16:00:00,1,16,False,low,4,6,4,1,2,3,72.7
2025-04-15 17:00:00,1,17,False,low,1,1,0,0,0,1,60.2
2025-04-15 18:00:00,1,18,False,low,4,6,5,1,2,3,77.4
2025-04-15 19:00:00,1,19,False,low,4,4,2,1,1,2,60.8
2025-04-15 20:00:00,1,20,False,low,3,3,2,0,0,3,63.2
2025-04-15 21:00:00,1,21,False,low,1,2,2,0,0,2,57.1
2025-04-15 22:00:00,1,22,False,low,4,7,7,1,2,4,71.9
2025-04-16 06:00:00,2,6,False,low,5,12,11,4,5,3,43.9
2025-04-16 07:00:00,2,7,False,low,6,5,3,1,2,2,56.4
2025-04-16 08:00:00,2,8,False,low,6,4,2,1,1,2,46.9
2025-04-16 09:00:00,2,9,False,low,7,9,8,3,3,3,53.5
2025-04-16 10:00:00,2,10,False,low,1,0,0,0,0,0,35.9
2025-04-16 11:00:00,2,11,False,low,2,4,3,1,1,2,48.8
2025-04-16 12:00:00,2,12,False,low,5,3,2,0,1,2,57.6
2025-04-16 13:00:00,2,13,False,low,4,5,4,1,1,3,57.7
2025-04-16 14:00:00,2,14,False,low,7,6,5,1,2,3,53.8
2025-04-16 15:00:00,2,15,False,low,9,8,6,2,3,3,52.5
2025-04-16 16:00:00,2,16,False,low,3,4,2,1,1,2,65.3
2025-04-16 17:00:00,2,17,False,low,8,10,10,3,3,4,70.9
2025-04-16 18:00:00,2,18,False,low,8,12,10,3,3,6,40.8
2025-04-16 19:00:00,2,19,False,low,5,6,6,2,2,2,67.5
2025-04-16 20:00:00,2,20,False,low,5,5,3,1,2,2,64.6
2025-04-16 21:00:00,2,21,False,low,3,4,3,1,1,2,54.5
2025-04-16 22:00:00,2,22,False,low,3,5,4,1,2,2,59.0
2025-04-17 06:00:00,3,6,False,low,5,5,3,1,2,2,64.1
2025-04-17 07:00:00,3,7,False,low,2,0,0,0,0,0,52.0
2025-04-17 08:00:00,3,8,False,low,6,4,4,0,1,3,39.6
2025-04-17 09:00:00,3,9,False,low,4,7,6,2,2,3,49.2
2025-04-17 10:00:00,3,10,False,low,3,3,3,0,1,2,40.1
2025-04-17 11:00:00,3,11,False,low,4,2,1,0,0,2,70.0
2025-04-17 12:00:00,3,12,False,low,5,5,5,1,2,2,57.7
2025-04-17 13:00:00,3,13,False,low,6,5,5,1,1,3,69.2
2025-04-17 14:00:00,3,14,False,low,5,8,8,2,3,3,57.3
2025-04-17 15:00:00,3,15,False,low,8,7,5,2,2,3,63.3
2025-04-17 16:00:00,3,16,False,low,7,9,8,2,3,4,45.8
2025-04-17 17:00:00,3,17,False,low,8,10,9,3,4,3,56.4
2025-04-17 18:00:00,3,18,False,low,6,12,12,2,4,6,49.6
2025-04-17 19:00:00,3,19,False,low,7,5,3,1,1,3,68.9
2025-04-17 20:00:00,3,20,False,low,2,1,1,0,0,1,66.5
2025-04-17 21:00:00,3,21,False,low,2,2,2,0,0,2,74.4
2025-04-17 22:00:00,3,22,False,low,7,7,7,1,2,4,50.1
2025-04-18 06:00:00,4,6,False,low,1,1,1,0,0,1,67.1
2025-04-18 07:00:00,4,7,False,low,5,4,4,1,1,2,59.8
2025-04-18 08:00:00,4,8,False,low,8,9,9,2,3,4,64.1
2025-04-18 09:00:00,4,9,False,low,4,2,1,0,0,2,42.9
2025-04-18 10:00:00,4,10,False,low,3,2,0,0,0,2,40.7
2025-04-18 11:00:00,4,11,False,low,4,5,4,1,1,3,71.3
2025-04-18 12:00:00,4,12,False,low,3,2,0,0,0,2,61.5
2025-04-18 13:00:00,4,13,False,low,4,7,5,1,2,4,72.9
2025-04-18 14:00:00,4,14,False,low,6,7,6,1,2,4,56.0
2025-04-18 15:00:00,4,15,False,low,5,10,10,2,4,4,60.1
2025-04-18 16:00:00,4,16,False,low,5,7,5,2,3,2,48.3
2025-04-18 17:00:00,4,17,False,low,5,3,2,0,0,3,55.2
2025-04-18 18:00:00,4,18,False,low,3,3,3,0,1,2,56.4
2025-04-18 19:00:00,4,19,False,low,6,10,8,2,3,5,56.9
2025-04-18 20:00:00,4,20,False,low,4,3,1,0,1,2,53.3
2025-04-18 21:00:00,4,21,False,low,6,4,2,1,1,2,44.9
2025-04-18 22:00:00,4,22,False,low,3,4,2,0,1,3,62.0
2025-04-19 06:00:00,5,6,True,moderate,8,9,9,2,4,3,63.0
2025-04-19 07:00:00,5,7,True,moderate,11,11,10,3,3,5,57.5
2025-04-19 08:00:00,5,8,True,moderate,11,10,9,2,4,4,60.5
2025-04-19 09:00:00,5,9,True,moderate,13,15,15,5,4,6,48.8
2025-04-19 10:00:00,5,10,True,moderate,13,14,13,2,4,8,53.0
2025-04-19 11:00:00,5,11,True,moderate,7,9,9,3,3,3,50.1
2025-04-19 12:00:00,5,12,True,moderate,8,3,2,0,1,2,67.1
2025-04-19 13:00:00,5,13,True,moderate,8,11,9,3,4,4,64.5
2025-04-19 14:00:00,5,14,True,moderate,7,7,6,1,2,4,54.4
2025-04-19 15:00:00,5,15,True,moderate,13,12,11,2,5,5,46.8
2025-04-19 16:00:00,5,16,True,moderate,10,8,8,2,2,4,51.6
2025-04-19 17:00:00,5,17,True,moderate,7,10,8,3,3,4,62.4
2025-04-19 18:00:00,5,18,True,moderate,13,18,16,5,5,8,68.6
2025-04-19 19:00:00,5,19,True,moderate,13,10,10,2,4,4,71.3
2025-04-19 20:00:00,5,20,True,moderate,4,4,3,1,1,2,50.9
2025-04-19 21:00:00,5,21,True,moderate,10,14,14,5,5,4,56.3
2025-04-19 22:00:00,5,22,True,moderate,11,5,3,1,1,3,70.2
2025-04-20 06:00:00,6,6,True,moderate,6,5,5,1,2,2,65.2
2025-04-20 07:00:00,6,7,True,moderate,5,0,0,0,0,0,63.6
2025-04-20 08:00:00,6,8,True,moderate,13,16,15,5,6,5,70.5
2025-04-20 09:00:00,6,9,True,moderate,5,6,4,1,2,3,69.0
2025-04-20 10:00:00,6,10,True,moderate,5,8,6,2,3,3,42.9
2025-04-20 11:00:00,6,11,True,moderate,11,9,9,1,3,5,36.7
2025-04-20 12:00:00,6,12,True,moderate,7,8,8,1,2,5,45.8
2025-04-20 13:00:00,6,13,True,moderate,6,8,7,1,3,4,60.7
2025-04-20 14:00:00,6,14,True,moderate,9,13,12,5,4,4,70.2
2025-04-20 15:00:00,6,15,True,moderate,7,8,7,2,2,4,67.4
2025-04-20 16:00:00,6,16,True,moderate,9,6,6,1,2,3,68.0
2025-04-20 17:00:00,6,17,True,moderate,15,15,15,5,7,3,49.0
2025-04-20 18:00:00,6,18,True,moderate,8,2,1,0,0,2,59.6
2025-04-20 19:00:00,6,19,True,moderate,5,2,1,0,0,2,75.3
2025-04-20 20:00:00,6,20,True,moderate,10,12,12,2,3,7,61.7
2025-04-20 21:00:00,6,21,True,moderate,14,8,8,1,3,4,76.8
2025-04-20 22:00:00,6,22,True,moderate,7,8,6,2,3,3,48.8
2025-04-21 06:00:00,0,6,False,low,8,3,3,0,1,2,59.2
2025-04-21 07:00:00,0,7,False,low,7,8,7,1,2,5,52.8
2025-04-21 08:00:00,0,8,False,low,9,7,7,1,3,3,51.7
2025-04-21 09:00:00,0,9,False,low,3,4,4,1,1,2,63.6
2025-04-21 10:00:00,0,10,False,low,4,3,2,1,1,1,71.2
2025-04-21 11:00:00,0,11,False,low,5,6,5,1,2,3,63.9
2025-04-21 12:00:00,0,12,False,low,5,2,2,0,0,2,36.9
2025-04-21 13:00:00,0,13,False,low,3,3,2,1,1,1,69.2
2025-04-21 14:00:00,0,14,False,low,8,10,8,3,4,3,65.4
2025-04-21 15:00:00,0,15,False,low,8,8,7,2,2,4,59.3
2025-04-21 16:00:00,0,16,False,low,2,2,2,0,0,2,59.0
2025-04-21 17:00:00,0,17,False,low,10,14,12,5,6,3,62.3
2025-04-21 18:00:00,0,18,False,low,3,2,1,0,0,2,51.2
2025-04-21 19:00:00,0,19,False,low,5,5,4,1,1,3,64.8
2025-04-21 20:00:00,0,20,False,low,6,8,6,2,3,3,64.6
2025-04-21 21:00:00,0,21,False,low,7,9,7,3,2,4,47.5
2025-04-21 22:00:00,0,22,False,low,8,11,11,3,3,5,54.7
2025-04-22 06:00:00,1,6,False,low,5,6,5,1,2,3,60.1
2025-04-22 07:00:00,1,7,False,low,9,8,8,3,3,2,45.4
2025-04-22 08:00:00,1,8,False,low,5,3,3,0,1,2,73.9
2025-04-22 09:00:00,1,9,False,low,7,13,13,4,4,5,64.3
2025-04-22 10:00:00,1,10,False,low,5,6,5,1,2,3,64.5
2025-04-22 11:00:00,1,11,False,low,7,6,4,1,2,3,58.8
2025-04-22 12:00:00,1,12,False,low,6,3,3,0,0,3,50.8
2025-04-22 13:00:00,1,13,False,low,7,6,6,1,1,4,60.7
2025-04-22 14:00:00,1,14,False,low,5,5,5,1,2,2,59.5
2025-04-22 15:00:00,1,15,False,low,5,6,6,1,2,3,67.5
2025-04-22 16:00:00,1,16,False,low,4,3,2,0,1,2,37.5
2025-04-22 17:00:00,1,17,False,low,2,3,3,0,1,2,51.6
2025-04-22 18:00:00,1,18,False,low,3,2,1,0,0,2,67.4
2025-04-22 19:00:00,1,19,False,low,4,2,1,0,0,2,70.3
2025-04-22 20:00:00,1,20,False,low,2,1,0,0,0,1,58.6
2025-04-22 21:00:00,1,21,False,low,8,10,9,2,4,4,36.9
2025-04-22 22:00:00,1,22,False,low,5,4,4,1,1,2,72.0
2025-04-23 06:00:00,2,6,False,low,4,1,1,0,0,1,72.6
2025-04-23 07:00:00,2,7,False,low,6,8,6,2,3,3,56.3
2025-04-23 08:00:00,2,8,False,low,11,10,8,3,3,4,72.7
2025-04-23 09:00:00,2,9,False,low,4,6,4,1,2,3,61.5
2025-04-23 10:00:00,2,10,False,low,8,5,3,1,2,2,47.8
2025-04-23 11:00:00,2,11,False,low,3,7,7,2,3,2,49.7
2025-04-23 12:00:00,2,12,False,low,3,3,2,0,1,2,51.7
2025-04-23 13:00:00,2,13,False,low,5,7,7,1,2,4,63.7
2025-04-23 14:00:00,2,14,False,low,4,3,2,0,1,2,67.2
2025-04-23 15:00:00,2,15,False,low,5,5,5,1,2,2,50.8
2025-04-23 16:00:00,2,16,False,low,3,4,3,0,1,3,63.5
2025-04-23 17:00:00,2,17,False,low,8,5,5,1,2,2,54.5
2025-04-23 18:00:00,2,18,False,low,6,5,4,1,2,2,73.6
2025-04-23 19:00:00,2,19,False,low,7,5,4,1,2,2,38.4
2025-04-23 20:00:00,2,20,False,low,8,9,7,2,3,4,53.9
2025-04-23 21:00:00,2,21,False,low,2,3,2,0,1,2,49.9
2025-04-23 22:00:00,2,22,False,low,7,6,5,2,2,2,59.1
2025-04-24 06:00:00,3,6,False,low,4,5,3,1,1,3,37.5
2025-04-24 07:00:00,3,7,False,low,9,7,5,1,2,4,47.4
2025-04-24 08:00:00,3,8,False,low,3,4,3,0,1,3,59.9
2025-04-24 09:00:00,3,9,False,low,5,4,2,1,1,2,64.7
2025-04-24 10:00:00,3,10,False,low,3,3,2,1,1,1,53.8
2025-04-24 11:00:00,3,11,False,low,8,10,10,3,3,4,64.8
2025-04-24 12:00:00,3,12,False,low,4,5,4,1,2,2,68.7
2025-04-24 13:00:00,3,13,False,low,8,7,6,1,2,4,62.2
2025-04-24 14:00:00,3,14,False,low,3,2,2,0,0,2,42.0
2025-04-24 15:00:00,3,15,False,low,6,4,2,0,1,3,30.0
2025-04-24 16:00:00,3,16,False,low,3,0,0,0,0,0,46.6
2025-04-24 17:00:00,3,17,False,low,7,6,5,1,2,3,48.2
2025-04-24 18:00:00,3,18,False,low,7,11,9,3,4,4,60.3
2025-04-24 19:00:00,3,19,False,low,5,3,2,0,1,2,58.7
2025-04-24 20:00:00,3,20,False,low,3,1,0,0,0,1,69.0
2025-04-24 21:00:00,3,21,False,low,6,3,2,0,0,3,44.6
2025-04-24 22:00:00,3,22,False,low,11,16,15,3,5,8,67.6
2025-04-25 06:00:00,4,6,False,low,3,3,3,1,1,1,61.0
2025-04-25 07:00:00,4,7,False,low,6,6,6,1,2,3,45.6
2025-04-25 08:00:00,4,8,False,low,3,0,0,0,0,0,56.8
2025-04-25 09:00:00,4,9,False,low,9,7,7,2,2,3,57.0
2025-04-25 10:00:00,4,10,False,low,3,4,3,1,1,2,64.1
2025-04-25 11:00:00,4,11,False,low,7,6,6,1,2,3,71.9
2025-04-25 12:00:00,4,12,False,low,4,4,4,1,1,2,60.6
2025-04-25 13:00:00,4,13,False,low,3,5,5,1,2,2,68.9
2025-04-25 14:00:00,4,14,False,low,4,5,4,1,1,3,54.7
2025-04-25 15:00:00,4,15,False,low,5,4,3,1,1,2,52.8
2025-04-25 16:00:00,4,16,False,low,4,3,2,0,1,2,55.6
